gender,age,married,number_of_dependents,zip_code,population,tenure_in_months,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,cltv,internet_type_DSL,internet_type_Fiber Optic,internet_type_No Internet,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check,churn_label
1,57,0,0,95949,17922,9,1,2.88,0,1,26,0,0,0,0,0,0,0,0,0,44.95,431.0,0.0,10,25.92,466.92,1,5023,True,False,False,False,False,False,True,1
0,30,1,0,95628,40750,17,1,41.95,0,1,51,1,0,0,1,1,0,0,1,0,91.85,1574.45,0.0,0,713.1500000000001,2287.6000000000004,1,5643,False,True,False,False,False,False,False,1
1,36,1,3,90220,47305,71,1,28.47,0,1,57,1,1,1,1,1,1,1,0,0,109.3,7782.85,0.0,70,2021.37,9874.22,3,5737,False,True,False,False,True,True,False,0
1,79,1,0,90034,58218,2,1,33.1,0,1,11,0,0,1,0,1,1,0,0,1,95.5,181.65,0.0,10,66.2,257.85,5,4449,False,True,False,True,False,True,False,0
0,30,1,2,96075,433,10,1,5.74,0,1,59,0,1,1,0,0,0,0,1,1,55.55,551.3,0.0,0,57.400000000000006,608.6999999999999,5,2530,True,False,False,False,False,True,False,0
1,21,1,0,95062,36631,3,1,29.29,0,1,52,0,1,1,0,0,0,1,1,1,56.15,168.15,0.0,0,87.87,256.02,1,2539,False,False,False,False,False,False,True,1
0,37,0,0,93111,16477,5,1,45.74,0,1,30,0,1,0,0,1,0,0,0,1,85.3,420.45,0.0,10,228.7,659.15,4,2689,False,True,False,False,False,True,False,0
1,19,0,0,92386,1834,55,1,42.19,0,1,51,1,1,0,0,1,1,1,1,1,100.9,5552.05,0.0,0,2320.45,7872.5,4,5101,False,True,False,True,False,True,False,0
1,29,1,3,93244,293,42,1,44.95,0,1,69,1,0,0,1,0,1,1,1,0,63.7,2763.35,0.0,0,1887.9,4651.25,4,3764,True,False,False,True,False,True,False,0
0,51,1,2,91914,2606,45,1,10.21,1,1,11,1,1,1,1,1,0,0,1,0,81.3,3541.1,0.0,0,459.4500000000001,4000.55,3,3111,True,False,False,False,False,True,False,0
0,60,1,0,91748,46342,45,1,42.04,0,1,26,0,1,0,1,0,0,0,1,1,54.15,2319.8,0.0,0,1891.8,4211.6,2,2761,False,False,False,True,False,True,False,1
1,24,0,0,95385,274,1,1,35.77,0,1,69,0,0,0,0,0,1,1,1,0,80.5,80.5,0.0,0,35.77,116.27,1,2734,False,True,False,False,False,False,False,1
1,77,0,0,93637,28434,57,1,2.21,1,1,11,1,0,0,1,0,1,1,1,0,93.75,5625.55,0.0,0,125.97,5751.52,3,4276,False,True,False,False,True,False,False,0
1,38,0,0,93205,1954,1,1,42.46,0,1,27,0,0,0,0,1,1,1,1,1,89.55,89.55,0.0,0,42.46,132.01,2,4996,False,False,False,False,False,False,False,1
1,22,0,0,93631,14088,2,0,0.0,0,1,73,0,0,0,0,0,0,1,1,1,25.05,56.35,0.0,0,0.0,56.35,1,4810,False,False,False,False,False,False,False,1
0,30,0,0,93648,12587,29,1,32.43,0,0,0,0,0,0,0,0,0,0,0,0,20.0,599.3,0.0,0,940.47,1539.77,5,4128,False,False,True,True,False,True,False,0
1,32,0,0,95065,8365,42,1,48.41,0,0,0,0,0,0,0,0,0,0,0,1,19.55,839.4,12.16,0,2033.22,2860.46,3,5293,False,False,True,True,False,True,False,0
1,59,0,0,90028,30568,8,1,35.53,0,1,5,0,0,0,0,0,0,0,1,1,45.15,438.4,0.0,0,284.24,722.64,2,3721,False,False,False,False,False,True,False,1
1,75,1,0,94114,30587,1,1,36.92,1,1,6,0,0,0,0,0,0,0,1,1,73.55,73.55,0.0,0,36.92,110.47,2,4369,False,True,False,False,False,False,False,1
0,75,1,3,92036,3577,28,0,0.0,0,1,58,0,0,0,0,1,0,0,0,1,35.9,973.65,0.0,40,0.0,1013.65,5,5444,True,False,False,True,False,False,False,0
1,19,0,0,91352,46639,2,1,49.81,0,1,41,0,0,0,0,0,0,1,1,1,46.0,84.5,0.0,0,99.62,184.12,3,2667,True,False,False,False,False,True,False,1
0,64,1,0,93287,88,1,1,35.24,0,0,0,0,0,0,0,0,0,0,0,1,20.65,20.65,0.0,0,35.24,55.89,4,4517,False,False,True,False,False,True,False,0
1,48,1,0,95975,1601,54,1,14.18,0,1,25,1,1,0,0,1,1,1,1,1,74.55,4191.45,0.0,0,765.72,4957.17,4,4544,True,False,False,False,True,False,False,0
0,41,0,0,95007,1007,7,1,39.59,0,0,0,0,0,0,0,0,0,0,0,0,20.25,129.15,0.0,0,277.13,406.28,5,4208,False,False,True,True,False,True,False,0
1,26,0,0,96093,3749,5,1,22.16,0,0,0,0,0,0,0,0,0,0,0,0,20.05,95.55,0.0,0,110.8,206.35,4,2483,False,False,True,False,False,True,False,0
0,80,0,0,95065,8365,8,1,39.01,0,1,28,0,1,0,0,1,0,0,1,1,87.1,713.6,0.0,0,312.08,1025.68,5,3950,False,True,False,False,False,False,False,0
1,60,0,0,92691,46371,59,1,16.8,0,1,18,0,0,1,1,1,0,0,1,1,64.65,3735.45,0.0,0,991.2,4726.65,3,5687,False,False,False,False,False,False,False,0
1,52,1,0,91104,38460,65,1,19.84,1,1,2,0,1,0,0,0,1,1,0,1,90.65,5931.0,0.0,110,1289.6,7330.6,5,6358,False,True,False,False,False,False,False,0
0,54,1,3,95118,31926,8,1,43.05,0,0,0,0,0,0,0,0,0,0,0,0,21.05,139.75,0.0,0,344.4,484.15,3,2158,False,False,True,False,False,True,False,0
1,34,0,0,91360,42526,1,1,29.15,0,0,0,0,0,0,0,0,0,0,0,0,19.45,19.45,0.0,0,29.15,48.599999999999994,3,2133,False,False,True,False,False,True,False,0
1,22,1,3,93610,19391,32,1,35.05,0,0,0,0,0,0,0,0,0,0,0,1,19.45,674.55,0.0,0,1121.6,1796.15,4,4363,False,False,True,False,False,True,False,0
0,25,0,0,95357,13343,24,1,5.98,0,0,0,0,0,0,0,0,0,0,0,0,20.45,527.35,0.0,0,143.52,670.87,4,4690,False,False,True,True,False,True,False,0
0,27,0,0,95051,52986,6,1,37.57,0,1,58,0,0,0,0,0,1,1,1,1,55.0,340.4,0.0,0,225.42,565.8199999999999,5,2629,False,False,False,False,False,False,False,0
1,50,0,0,93701,13858,24,1,23.71,0,1,4,1,1,0,1,0,0,0,1,0,60.45,1440.75,0.0,0,569.04,2009.79,5,5095,True,False,False,False,False,False,False,0
0,20,0,0,90026,73686,1,1,10.05,0,1,51,0,0,0,0,0,0,0,0,1,70.25,70.25,0.0,10,10.05,90.3,4,4063,False,True,False,False,False,False,False,0
1,57,1,0,92091,1072,37,1,4.5,1,1,9,1,0,1,1,0,0,0,1,1,62.8,2278.75,16.97,0,166.5,2428.28,3,5229,True,False,False,False,True,True,False,0
1,33,0,0,90047,47107,36,1,8.5,0,0,0,0,0,0,0,0,0,0,0,1,18.55,689.0,0.0,0,306.0,995.0,3,5703,False,False,True,False,True,True,False,0
1,68,0,0,92130,28201,17,1,40.93,0,1,2,0,0,0,0,0,0,0,1,1,45.05,770.6,0.0,0,695.81,1466.41,1,3797,True,False,False,False,False,False,False,1
1,58,1,0,93242,2900,72,1,40.49,1,1,15,0,1,1,0,1,1,1,1,1,104.8,7470.1,0.0,0,2915.28,10385.38,4,4165,False,True,False,False,True,False,False,0
1,43,0,0,94114,30587,24,1,8.99,1,1,5,1,0,0,0,0,0,0,0,1,55.65,1400.55,0.0,60,215.76,1676.31,1,4126,True,False,False,False,False,False,False,1
0,51,0,0,94705,12448,22,0,0.0,0,1,22,0,1,0,0,1,1,1,1,1,50.35,1098.85,0.0,0,0.0,1098.85,3,2875,False,False,False,False,False,False,False,0
1,49,1,3,95993,27786,66,0,0.0,0,1,28,0,0,1,1,1,1,1,1,0,54.65,3632.0,46.75,0,0.0,3585.25,5,4051,True,False,False,False,True,False,False,0
0,39,1,0,93243,1247,3,1,35.18,1,1,13,0,0,0,0,0,0,0,1,1,74.75,229.5,0.0,0,105.54,335.03999999999996,1,3972,False,True,False,False,False,True,False,1
0,54,1,0,93610,19391,24,1,31.62,1,1,12,1,1,0,0,1,1,1,0,0,78.4,1832.4,0.0,130,758.88,2721.28,3,2506,True,False,False,True,False,False,False,0
1,28,1,2,94973,1449,62,1,47.96,0,0,0,0,0,0,0,0,0,0,0,0,19.95,1244.8,0.0,0,2973.52,4218.32,4,4803,False,False,True,True,False,False,False,0
0,26,0,1,92201,56307,43,1,5.6,0,1,30,1,1,0,0,0,1,1,1,1,63.95,2737.05,0.0,0,240.8,2977.8500000000004,3,4205,False,False,False,False,False,False,False,0
0,34,1,3,94511,2379,24,0,0.0,0,1,75,1,1,1,1,0,1,1,1,1,52.5,1208.15,0.0,0,0.0,1208.15,3,3303,True,False,False,False,True,True,False,0
0,55,1,0,95521,19596,72,1,37.98,1,0,0,0,0,0,0,0,0,0,0,1,24.15,1776.45,0.0,0,2734.56,4511.01,5,5613,False,False,True,False,True,True,False,0
0,75,1,0,91913,12884,56,1,26.82,1,1,18,1,1,1,1,0,0,0,1,1,68.45,4014.0,0.0,0,1501.92,5515.92,4,4368,False,False,False,True,False,True,False,0
1,73,1,0,91916,1587,35,1,2.12,1,1,3,0,0,1,0,1,1,0,1,1,100.8,3437.5,0.0,0,74.2,3511.7,5,3318,False,True,False,True,False,False,False,0
1,76,1,0,94535,9978,8,1,22.4,0,1,23,1,0,0,0,1,0,0,1,0,60.9,551.95,16.58,0,179.2,714.5699999999999,3,2136,True,False,False,True,False,False,False,0
0,64,0,0,95631,5714,70,1,29.53,1,1,7,1,1,1,1,1,1,1,0,0,89.75,6367.2,0.0,110,2067.1,8544.3,4,5150,False,False,False,False,True,True,False,0
1,56,1,0,95648,15286,31,1,25.3,0,1,28,0,0,1,1,0,1,1,1,1,66.4,2019.8,0.0,0,784.3000000000001,2804.1,4,3282,False,False,False,False,False,True,False,0
0,59,0,0,94074,291,11,1,29.16,0,1,3,0,0,0,0,0,0,0,1,1,44.65,472.25,0.0,0,320.76,793.01,3,4492,True,False,False,False,False,True,False,0
0,47,0,0,95660,32202,1,1,44.09,0,0,0,0,0,0,0,0,0,0,0,0,20.35,20.35,0.0,0,44.09,64.44,3,5774,False,False,True,False,False,True,False,0
1,61,0,0,91406,50047,12,1,25.57,1,0,0,0,0,0,0,0,0,0,0,0,24.95,280.4,0.0,0,306.84000000000003,587.24,5,4443,False,False,True,True,False,True,False,0
0,77,0,0,91915,9278,64,0,0.0,0,1,21,0,1,0,1,1,0,0,0,1,43.85,2751.0,0.0,30,0.0,2781.0,5,6055,True,False,False,False,False,False,False,0
0,39,0,0,96024,960,16,1,18.99,1,1,30,0,1,1,0,0,1,1,1,1,95.6,1555.65,0.0,0,303.84,1859.49,1,5915,False,True,False,False,False,True,False,1
0,35,0,0,95032,24443,16,1,13.04,1,1,16,0,0,0,0,0,0,0,1,1,74.75,1129.35,39.99,0,208.64,1298.0,5,3574,False,True,False,False,False,True,False,0
0,31,0,0,92054,98239,8,1,31.02,0,0,0,0,0,0,0,0,0,0,0,1,19.2,161.95,0.0,0,248.16,410.11,4,5272,False,False,True,True,False,True,False,0
0,71,1,0,92562,36149,59,1,19.14,1,1,13,1,1,1,1,0,0,0,0,1,94.05,5483.9,0.0,30,1129.26,6643.16,3,5061,False,True,False,True,False,False,False,0
0,28,0,0,95977,963,18,0,0.0,0,1,48,1,1,0,1,0,0,0,0,1,40.2,711.95,0.0,90,0.0,801.95,4,4624,True,False,False,True,False,True,False,0
1,41,1,1,95639,213,61,1,41.57,0,1,21,0,1,0,1,1,1,1,1,1,98.45,6145.2,0.0,0,2535.77,8680.97,3,4000,False,True,False,True,False,False,False,0
1,20,0,1,95503,23570,1,1,41.39,0,1,48,0,0,0,1,0,1,1,1,1,59.55,59.55,0.0,0,41.39,100.94,3,5824,False,False,False,False,False,True,False,0
1,70,0,0,90028,30568,51,1,19.49,1,1,11,0,0,1,0,1,1,0,1,1,97.8,4913.3,0.0,0,993.99,5907.29,2,6204,False,True,False,False,False,False,False,1
1,31,1,2,94964,6448,13,1,48.7,1,0,0,0,0,0,0,0,0,0,0,0,24.5,343.6,0.0,0,633.1,976.7,5,5077,False,False,True,True,False,False,False,0
1,51,0,0,93429,210,32,1,37.04,1,1,28,0,0,0,0,0,1,1,1,1,85.65,2664.3,0.0,0,1185.28,3849.58,3,2383,False,True,False,False,False,False,False,0
0,41,1,0,94535,9978,67,1,30.94,1,1,11,1,0,0,1,0,1,1,1,1,94.35,6341.45,0.0,0,2072.98,8414.43,1,4348,False,True,False,True,False,True,False,1
1,50,0,0,92881,21911,1,1,1.47,0,0,0,0,0,0,0,0,0,0,0,0,20.65,20.65,0.0,0,1.47,22.119999999999997,5,2729,False,False,True,False,False,False,False,0
1,24,1,3,91765,46532,37,1,8.21,0,0,0,0,0,0,0,0,0,0,0,0,19.8,726.1,0.0,0,303.77000000000004,1029.87,3,2745,False,False,True,False,True,False,False,0
1,62,0,0,90731,58639,35,1,39.87,1,1,23,1,1,1,1,0,0,0,0,1,96.75,3403.4,0.0,130,1395.4499999999998,4928.85,3,5154,False,True,False,False,False,True,False,0
1,41,0,0,92117,51213,1,1,32.82,0,1,21,0,1,0,0,0,0,0,0,1,75.35,75.35,0.0,10,32.82,118.17,3,5284,False,True,False,False,False,False,False,1
0,72,1,0,92104,47689,27,1,45.82,0,1,13,1,0,1,0,1,1,0,1,1,101.25,2754.45,0.0,0,1237.14,3991.59,1,4853,False,True,False,False,False,False,False,1
1,25,0,0,92606,17621,2,1,37.7,0,1,73,0,0,0,0,1,0,0,1,1,79.95,174.45,0.0,0,75.4,249.85,5,5213,False,True,False,False,False,False,False,0
1,27,1,2,92110,24169,49,1,36.08,1,1,59,0,1,1,0,1,0,0,1,1,93.65,4520.15,33.13,0,1767.9199999999998,6254.94,3,5542,False,True,False,True,False,False,False,0
0,37,1,1,95325,128,11,1,49.19,0,0,0,0,0,0,0,0,0,0,0,1,20.0,196.35,0.0,0,541.0899999999999,737.4399999999999,5,5837,False,False,True,True,False,True,False,0
1,58,1,3,90027,48727,6,1,31.73,1,0,0,0,0,0,0,0,0,0,0,0,25.4,153.3,0.0,0,190.38,343.68,3,2882,False,False,True,False,True,False,True,0
1,64,0,0,90710,24660,1,0,0.0,0,1,22,0,0,0,0,0,1,1,1,1,35.45,35.45,0.0,0,0.0,35.45,3,2301,True,False,False,False,False,False,False,1
1,80,0,0,95310,2144,21,1,34.62,0,1,14,0,0,1,0,1,0,0,1,1,60.05,1236.15,0.0,0,727.02,1963.17,1,4716,True,False,False,False,False,False,False,1
0,47,0,0,93449,8564,29,0,0.0,0,1,28,1,1,0,1,0,0,0,1,0,39.5,1082.75,0.0,0,0.0,1082.75,3,5103,False,False,False,True,False,True,False,0
0,35,0,0,94924,1573,1,1,34.79,0,0,0,0,0,0,0,0,0,0,0,1,19.1,19.1,0.0,0,34.79,53.89,2,5890,False,False,True,False,False,True,False,1
1,39,0,3,96034,392,48,1,26.24,1,1,53,1,1,1,0,0,0,0,1,1,64.4,3035.35,0.0,0,1259.52,4294.87,4,2545,False,False,False,True,False,False,False,0
0,53,0,0,95360,8504,6,1,11.81,0,1,24,0,0,0,0,1,1,1,1,1,91.1,455.3,0.0,0,70.86,526.16,2,2266,False,True,False,False,False,False,False,1
0,54,0,0,95324,7177,11,1,9.52,0,1,4,0,1,1,1,0,1,1,1,1,94.2,999.9,0.0,0,104.72,1104.62,3,2405,False,True,False,False,False,False,False,0
0,79,1,0,93626,1125,28,1,25.57,1,0,0,0,0,0,0,0,0,0,0,0,25.7,734.6,0.0,0,715.96,1450.56,4,3136,False,False,True,False,False,False,True,0
0,75,1,0,93234,6918,7,1,21.43,1,1,12,0,0,0,0,0,1,0,1,1,84.55,646.85,0.0,0,150.01,796.86,1,5245,False,True,False,False,False,False,False,1
1,70,0,0,96125,348,35,1,35.1,1,1,29,0,0,0,0,1,1,0,0,1,95.45,3474.05,0.0,80,1228.5,4782.55,2,2080,False,True,False,False,False,False,False,1
0,34,0,0,95449,1373,53,0,0.0,0,1,25,1,1,1,1,1,0,0,1,1,53.6,2879.2,0.0,0,0.0,2879.2,3,5183,True,False,False,True,False,False,False,0
1,54,0,0,95551,1447,1,1,8.02,0,0,0,0,0,0,0,0,0,0,0,1,19.5,19.5,0.0,0,8.02,27.52,5,3753,False,False,True,False,False,True,False,0
1,23,1,3,94038,3064,37,1,43.01,0,1,51,0,0,0,0,1,1,1,1,0,91.2,3247.55,0.0,0,1591.37,4838.92,5,5263,False,True,False,True,False,True,False,0
0,58,1,0,95843,36432,5,1,18.65,0,1,10,0,0,0,0,0,0,0,1,1,68.95,351.5,0.0,0,93.25,444.75,3,5536,False,True,False,False,False,False,False,0
1,53,0,0,96150,33038,31,1,9.27,1,1,30,0,1,1,0,1,1,1,1,1,103.45,3066.45,0.0,0,287.37,3353.8199999999997,3,5387,False,True,False,True,False,False,False,1
0,51,1,1,92240,22796,27,1,35.52,1,0,0,0,0,0,0,0,0,0,0,0,24.5,761.95,0.0,0,959.04,1720.9900000000002,3,2645,False,False,True,False,True,False,False,0
1,47,0,0,93305,35643,1,1,41.79,0,1,14,1,0,0,0,0,0,0,1,0,49.75,49.75,0.0,0,41.79,91.54,4,2908,True,False,False,False,False,False,False,0
0,80,0,0,92065,33104,30,1,41.93,1,1,21,0,1,1,0,1,1,0,1,1,104.1,3121.1,0.0,0,1257.9,4379.0,4,5655,False,True,False,False,True,False,False,0
1,21,0,0,94556,16510,2,1,36.06,0,1,85,0,0,0,0,0,0,0,1,0,70.7,140.7,0.0,0,72.12,212.82,1,5317,False,True,False,False,False,True,False,1
1,24,0,0,91345,17112,53,1,34.16,1,0,0,0,0,0,0,0,0,0,0,0,24.6,1279.0,37.68,0,1810.48,3051.7999999999997,5,4610,False,False,True,False,True,True,False,0
0,41,1,3,91377,14814,51,1,27.23,1,1,75,1,1,0,0,0,1,1,1,1,93.8,4539.35,0.0,0,1388.73,5928.08,3,5457,False,True,False,False,False,False,False,0
0,35,0,0,92118,24093,1,1,22.37,0,0,0,0,0,0,0,0,0,0,0,0,19.15,19.15,0.0,0,22.37,41.52,5,2577,False,False,True,False,False,True,False,0
0,33,1,0,95979,844,64,1,16.61,1,1,4,1,1,1,1,0,1,1,1,1,81.3,5129.3,22.34,0,1063.04,6170.0,4,5254,False,False,False,False,True,False,True,0
1,61,1,1,93646,8449,49,1,16.02,1,1,18,0,0,0,1,1,1,1,1,1,97.95,4917.9,0.0,0,784.98,5702.879999999999,3,4301,False,True,False,True,False,False,False,0
0,59,1,0,95316,5513,58,1,26.36,1,1,8,1,0,0,1,0,0,0,0,1,61.05,3478.75,0.0,0,1528.88,5007.63,4,4411,True,False,False,True,False,False,False,0
0,75,0,0,96088,4231,28,1,9.67,1,1,28,0,1,1,0,1,1,0,1,1,106.15,3152.5,0.0,0,270.76,3423.26,1,5030,False,True,False,False,False,False,False,1
0,79,1,1,93554,117,14,1,14.39,1,1,30,0,0,0,0,1,1,0,1,1,95.8,1346.3,0.0,0,201.46,1547.76,3,3471,False,True,False,False,True,False,False,0
1,70,1,0,95318,579,23,1,31.53,0,1,20,1,1,0,0,0,1,0,1,1,90.0,2024.1,0.0,0,725.19,2749.29,3,4999,False,True,False,False,False,False,False,0
0,57,0,0,92109,46086,1,1,22.48,0,1,5,0,0,0,0,1,0,0,1,1,79.65,79.65,0.0,0,22.48,102.13,3,2119,False,True,False,False,False,False,False,1
1,59,1,1,94621,30751,42,1,32.02,0,0,0,0,0,0,0,0,0,0,0,0,20.7,828.85,0.0,0,1344.84,2173.69,5,5320,False,False,True,False,True,False,True,0
0,48,1,0,92805,68802,12,1,19.48,0,0,0,0,0,0,0,0,0,0,0,0,19.0,233.55,0.0,0,233.76,467.31,1,3535,False,False,True,False,False,True,False,1
0,49,1,1,95129,37570,32,1,46.66,0,1,17,1,1,0,1,0,0,0,1,0,61.4,1864.65,0.0,0,1493.12,3357.77,3,2649,True,False,False,False,False,False,False,0
0,74,0,0,93615,5519,31,1,39.36,1,1,4,0,1,0,0,1,1,0,1,1,99.95,3186.65,0.0,0,1220.16,4406.81,3,5362,False,True,False,False,False,False,False,1
0,68,0,0,90067,2527,64,1,27.7,1,1,21,0,1,1,1,0,1,0,1,0,74.65,4869.35,47.04,0,1772.8,6595.110000000001,4,5113,True,False,False,False,True,True,False,0
0,64,1,0,95717,407,43,1,12.98,1,1,8,0,0,0,1,1,0,0,1,1,64.85,2908.2,0.0,0,558.14,3466.3399999999997,3,4000,True,False,False,True,False,False,False,0
1,47,0,0,92249,3535,23,1,18.7,1,1,24,0,0,1,0,0,0,0,1,1,81.0,1917.1,0.0,0,430.1,2347.2,2,5701,False,True,False,False,False,False,False,1
1,40,1,2,92612,41062,46,1,26.12,0,0,0,0,0,0,0,0,0,0,0,0,19.95,862.4,0.0,0,1201.52,2063.92,5,3574,False,False,True,False,True,True,False,0
1,21,1,0,95462,1537,72,1,34.95,1,1,48,0,1,0,0,1,1,1,1,1,99.4,7285.7,0.0,0,2516.4,9802.1,5,6022,False,True,False,False,True,False,False,0
1,40,1,2,93651,1314,58,1,29.93,1,1,24,0,0,0,0,1,0,0,1,0,82.5,4828.05,0.0,0,1735.94,6563.99,3,4348,False,True,False,False,True,False,False,0
1,20,0,0,92332,115,55,1,12.28,0,1,48,1,0,1,1,0,0,0,1,1,59.2,3175.85,0.0,0,675.4,3851.25,3,5162,True,False,False,False,True,False,False,0
1,60,1,0,91506,18539,67,1,21.17,0,1,13,1,0,1,1,0,0,0,0,1,60.4,3953.7,0.0,40,1418.39,5412.09,3,5356,False,False,False,False,True,False,False,0
0,43,1,1,95681,1219,65,1,28.46,1,1,14,1,1,1,1,1,1,1,1,1,90.45,5957.9,0.0,0,1849.9,7807.799999999999,3,5509,False,False,False,False,True,True,False,0
0,80,0,0,93621,506,14,1,29.96,1,1,7,0,1,1,0,1,1,0,1,1,104.85,1531.4,0.0,0,419.44,1950.84,1,2292,False,True,False,False,False,False,False,1
0,51,0,0,90732,21279,58,1,46.7,1,1,19,1,1,1,0,1,1,1,1,1,107.75,6332.75,0.0,0,2708.6000000000004,9041.35,3,5121,False,True,False,True,False,False,False,0
1,36,0,3,93261,2956,71,1,4.89,1,0,0,0,0,0,0,0,0,0,0,0,24.35,1654.6,0.0,0,347.19,2001.79,4,4155,False,False,True,False,True,True,False,0
1,79,1,0,95943,1454,64,1,23.33,1,1,29,0,1,1,0,0,1,0,1,1,94.25,6081.4,0.0,0,1493.12,7574.52,3,6020,False,True,False,False,True,False,False,0
1,73,1,0,95037,41707,29,1,6.25,1,1,21,0,0,0,0,1,1,0,1,1,94.45,2653.65,0.0,0,181.25,2834.9,1,2233,False,True,False,False,False,False,False,1
1,19,0,0,95939,587,3,1,1.57,0,0,0,0,0,0,0,0,0,0,0,1,20.25,61.45,0.0,0,4.71,66.16,5,4050,False,False,True,False,False,False,False,0
1,30,0,0,90277,34191,40,1,32.27,0,1,69,0,1,0,1,0,1,1,1,1,89.6,3488.15,0.0,0,1290.8000000000002,4778.950000000001,4,2524,False,True,False,True,False,True,False,0
0,60,1,1,91911,71126,71,1,11.13,0,0,0,0,0,0,0,0,0,0,0,0,20.5,1500.95,0.0,0,790.23,2291.1800000000003,4,4941,False,False,True,False,True,False,False,0
1,41,0,0,93505,8316,15,1,27.3,0,1,18,0,0,1,0,1,0,0,1,0,85.3,1219.85,0.0,0,409.5,1629.35,3,5559,False,True,False,False,False,False,False,0
1,20,0,0,95236,3148,68,1,5.84,1,0,0,0,0,0,0,0,0,0,0,0,24.55,1657.4,0.0,0,397.12,2054.52,3,6042,False,False,True,False,True,True,False,0
0,62,1,1,95982,3193,35,1,24.76,1,0,0,0,0,0,0,0,0,0,0,1,25.75,882.55,0.0,0,866.6,1749.15,5,4194,False,False,True,False,False,False,False,0
1,28,0,0,94951,3777,1,1,42.17,0,0,0,0,0,0,0,0,0,0,0,1,20.45,20.45,0.0,0,42.17,62.620000000000005,3,2184,False,False,True,False,False,True,False,0
1,39,1,0,93247,15508,63,1,44.55,1,1,29,1,1,1,1,1,1,1,1,1,89.4,5597.65,0.0,0,2806.6499999999996,8404.3,3,5004,True,False,False,False,True,True,False,0
0,69,0,0,95673,14010,56,1,46.67,1,1,18,1,1,0,0,0,1,1,1,1,96.85,5219.65,0.0,0,2613.52,7833.17,3,5679,False,True,False,False,True,False,False,0
1,66,1,0,96109,1177,12,1,48.5,1,1,4,0,1,0,0,1,1,0,1,1,101.35,1218.55,0.0,0,582.0,1800.55,1,3967,False,True,False,False,False,False,False,1
1,22,1,3,95118,31926,72,1,8.33,1,1,59,1,0,1,0,1,1,1,0,1,105.55,7542.25,0.0,10,599.76,8152.01,3,4331,False,True,False,False,True,False,False,0
1,21,1,0,95376,69801,61,1,28.8,1,1,52,1,0,1,1,0,1,1,1,0,75.35,4729.3,0.0,0,1756.8,6486.1,4,6466,False,False,False,False,True,True,False,0
1,67,1,0,93551,34045,58,1,3.18,1,1,5,0,0,1,0,1,1,1,1,1,98.7,5812.6,0.0,0,184.44,5997.04,1,4662,False,True,False,False,False,False,False,1
1,71,0,0,95459,586,69,1,13.36,1,1,10,1,0,1,1,0,1,1,1,0,74.1,5031.0,0.0,0,921.84,5952.84,3,4204,False,False,False,False,True,True,False,0
0,33,0,0,95922,632,32,1,41.53,1,1,28,0,0,1,0,1,1,1,1,1,101.35,3334.9,0.0,0,1328.96,4663.860000000001,5,4341,False,True,False,False,False,False,False,0
0,30,0,0,92086,1205,5,1,3.37,0,0,0,0,0,0,0,0,0,0,0,0,20.15,117.95,0.0,0,16.85,134.8,4,5020,False,False,True,False,False,True,False,0
1,45,0,0,96054,386,1,0,0.0,0,1,29,0,0,0,0,0,0,0,1,0,24.4,24.4,0.0,0,0.0,24.4,3,4570,True,False,False,False,False,True,False,0
0,23,0,0,95833,31422,21,1,17.35,0,1,71,1,1,0,1,1,0,0,0,0,71.05,1524.85,16.91,140,364.35,2012.29,4,5138,True,False,False,False,True,True,False,0
0,78,0,0,95703,1526,2,1,5.49,1,1,25,0,0,0,0,1,0,0,1,1,85.55,187.45,0.0,0,10.98,198.43,3,5512,False,True,False,False,False,False,False,1
0,39,1,2,95426,1591,6,1,49.45,0,1,10,0,0,0,1,0,0,0,1,1,48.8,297.35,0.0,0,296.70000000000005,594.0500000000001,4,4538,True,False,False,False,False,True,False,0
1,76,1,0,95410,1054,23,1,46.82,0,1,11,0,0,0,0,1,1,0,0,1,90.45,2117.25,0.0,30,1076.86,3224.1099999999997,4,5272,False,True,False,True,False,False,False,0
0,62,0,0,91106,23742,19,1,11.86,1,0,0,0,0,0,0,0,0,0,0,0,24.7,465.85,1.65,0,225.33999999999995,689.54,5,3612,False,False,True,False,False,False,False,0
0,21,1,0,91010,27414,11,1,1.92,0,0,0,0,0,0,0,0,0,0,0,0,20.6,233.9,0.0,0,21.119999999999997,255.02,3,4047,False,False,True,True,False,True,False,0
0,68,0,0,94304,1723,4,1,6.68,1,1,17,0,0,0,0,0,1,0,1,1,84.6,360.1,0.0,0,26.72,386.8200000000001,1,2467,False,False,False,False,False,False,False,1
1,72,1,0,96065,431,57,1,48.16,1,1,10,0,1,1,0,1,0,0,1,1,71.1,4140.1,0.0,0,2745.12,6885.22,5,5462,True,False,False,True,False,True,False,0
1,42,1,0,95333,3256,66,1,7.61,0,1,10,1,1,1,1,1,1,1,1,1,85.9,5595.3,0.0,0,502.2600000000001,6097.56,3,5137,True,False,False,False,True,False,False,0
