gender,age,married,number_of_dependents,zip_code,population,tenure_in_months,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,cltv,internet_type_DSL,internet_type_Fiber Optic,internet_type_No Internet,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check
0,21,1,0,92121,4258,10,1,9.41,0,1,69,0,0,1,1,0,0,0,1,0,55.2,528.35,0.0,0,94.1,622.45,1,1,5925,False,False,False,False,False,True,False
1,29,0,0,90024,44150,1,1,33.58,0,0,0,0,0,0,0,0,0,0,0,0,20.15,20.15,0.0,0,33.58,53.73,1,1,4832,False,False,True,False,False,True,False
1,61,1,1,90028,30568,47,1,31.35,1,1,16,0,1,0,0,1,1,1,1,1,99.35,4749.15,0.0,0,1473.45,6222.599999999999,1,1,5789,False,True,False,False,False,False,False
1,27,1,0,90029,41713,1,0,0.0,0,1,58,0,1,0,0,0,0,0,1,0,30.2,30.2,0.0,0,0.0,30.2,1,1,2915,True,False,False,False,False,False,False
0,20,0,0,90032,46960,17,1,40.55,0,1,41,0,0,0,0,1,1,1,1,1,64.7,1093.1,0.0,0,689.3499999999999,1782.4499999999998,1,1,3022,False,False,False,False,False,True,False
1,56,0,3,90039,29310,5,1,12.6,0,1,58,0,0,0,0,0,0,0,1,1,69.7,316.9,0.0,0,63.0,379.9,1,1,2454,False,True,False,False,False,False,False
1,51,0,1,90041,27866,34,1,21.69,1,1,28,0,1,1,0,1,1,1,1,1,106.35,3549.25,0.0,0,737.46,4286.71,2,1,2941,False,True,False,False,False,False,False
0,48,0,2,90042,64672,11,1,27.57,1,1,18,0,0,1,0,1,1,1,1,1,97.85,1105.4,0.0,0,303.27,1408.67,3,1,5674,False,False,False,False,False,False,False
0,32,0,2,90056,8115,2,1,5.85,0,1,19,0,0,0,0,1,0,0,0,1,80.65,144.15,0.0,20,11.7,175.85,1,1,5586,False,True,False,False,False,False,False
0,34,0,1,90061,24511,15,1,3.96,0,1,20,1,1,0,0,1,1,1,1,1,99.1,1426.4,0.0,0,59.4,1485.8000000000002,1,1,2966,False,True,False,False,False,True,False
0,41,0,2,90211,8321,9,1,27.21,1,1,29,0,0,0,0,1,1,1,1,0,94.4,857.25,0.0,0,244.89,1102.14,3,1,5571,False,True,False,False,False,False,False
0,32,0,3,90255,78114,1,1,13.13,0,1,57,0,0,0,0,1,0,0,1,1,79.35,79.35,0.0,0,13.13,92.48,1,1,2483,False,True,False,False,False,False,False
0,34,1,5,90262,69850,7,1,8.69,0,1,53,0,0,1,0,0,0,0,1,1,75.15,496.9,0.0,0,60.83,557.73,1,1,3457,False,True,False,False,False,False,False
0,34,0,3,90292,18058,12,1,25.34,1,1,56,1,0,0,0,0,0,0,0,1,78.95,927.35,0.0,80,304.08,1311.43,1,1,5806,False,True,False,False,False,False,False
1,30,0,0,90301,37527,5,1,34.26,0,0,0,0,0,0,0,0,0,0,0,0,21.05,113.85,0.0,0,171.29999999999998,285.15,3,1,2604,False,False,True,False,False,True,False
1,26,1,0,90403,23559,68,1,14.79,1,1,47,0,1,1,1,1,1,1,1,1,110.0,7611.85,0.0,0,1005.72,8617.57,2,1,5034,False,True,False,False,True,False,False
1,37,1,1,90504,31678,55,1,49.06,1,1,27,1,1,0,0,1,0,0,1,1,96.75,5238.9,0.0,0,2698.3,7937.2,1,1,5154,False,True,False,False,False,False,False
0,62,1,2,90606,32148,10,1,24.48,1,1,30,1,0,0,0,1,1,1,1,1,100.25,1064.65,0.0,0,244.8,1309.45,2,1,5998,False,True,False,False,False,False,False
1,21,0,2,90631,67354,3,1,14.6,1,1,71,0,0,0,0,0,0,1,1,1,74.4,229.55,8.74,0,43.8,264.61,1,1,4415,False,True,False,False,False,False,False
0,27,1,0,90704,3699,25,0,0.0,0,1,48,1,1,1,0,1,1,1,1,1,58.6,1502.65,4.48,0,0.0,1498.17,1,1,4190,True,False,False,False,False,True,False
1,64,0,0,90710,24660,1,0,0.0,0,1,22,0,0,0,0,0,1,1,1,1,35.45,35.45,0.0,0,0.0,35.45,3,1,2301,True,False,False,False,False,False,False
1,45,0,0,90712,30173,2,1,46.84,0,1,3,0,0,0,0,0,0,0,1,0,44.35,81.25,0.0,0,93.68,174.93,3,1,2570,True,False,False,False,False,False,False
0,53,0,0,90731,58639,8,1,48.14,1,1,18,1,0,0,1,0,1,1,1,0,71.15,563.65,0.0,0,385.12,948.77,1,1,2662,True,False,False,False,False,False,False
1,63,0,0,90745,55486,1,1,14.12,0,1,24,0,0,0,0,0,0,0,1,1,45.65,45.65,0.0,0,14.12,59.77,1,1,2600,False,False,False,False,False,False,False
1,32,0,4,90804,43467,7,1,20.52,1,1,28,0,0,0,0,1,1,1,0,0,95.0,655.5,36.6,10,143.64,772.54,1,1,2786,False,False,False,False,False,True,False
0,26,1,1,91001,36243,20,1,36.6,1,1,51,1,0,0,0,0,0,1,1,0,82.4,1592.35,33.43,0,732.0,2290.92,1,1,5719,False,True,False,False,False,False,False
0,42,0,1,91016,41067,4,1,33.5,0,1,27,0,0,0,0,0,0,0,1,1,70.9,273.0,8.74,0,134.0,398.26,1,1,4287,False,True,False,False,False,False,False
0,26,1,3,91042,26753,2,1,11.51,1,1,53,0,0,1,1,1,1,1,1,1,104.4,242.8,45.44,0,23.02,220.38,3,1,4690,False,True,False,False,False,False,False
0,24,1,0,91103,27891,53,1,40.62,0,1,73,0,0,1,0,1,1,1,1,1,94.85,5000.2,18.55,0,2152.8599999999997,7134.509999999999,1,1,4328,False,True,False,True,False,False,False
0,54,0,0,91202,21990,1,0,0.0,0,1,27,0,1,0,0,0,0,0,1,0,29.95,29.95,0.0,0,0.0,29.95,1,1,4534,True,False,False,False,False,False,False
1,51,0,2,91204,17015,8,1,25.73,1,1,19,0,0,0,0,0,1,1,1,0,84.5,662.65,33.21,0,205.84,835.28,2,1,2152,False,True,False,False,False,False,False
0,48,0,3,91206,31297,13,1,33.54,0,1,76,0,1,1,0,0,0,0,1,1,79.25,1111.65,48.25,0,436.02,1499.42,1,1,5142,False,True,False,False,False,False,False
0,29,1,0,91207,9864,1,0,0.0,0,1,29,0,0,0,0,0,0,1,1,1,24.8,24.8,0.0,0,0.0,24.8,1,1,4851,True,False,False,False,False,False,False
1,39,1,2,91304,49242,6,1,42.08,0,1,29,0,1,1,0,0,1,1,1,1,91.0,531.0,0.0,0,252.48,783.48,2,1,2283,False,True,False,False,False,False,False
1,62,0,3,91345,17112,1,1,23.2,0,1,21,0,0,0,0,0,1,1,1,0,79.9,79.9,0.0,0,23.2,103.1,2,1,3394,False,True,False,False,False,False,False
0,43,0,1,91350,40077,19,1,28.35,0,1,19,1,0,1,1,1,1,1,0,1,106.6,1934.45,21.72,40,538.65,2491.38,1,1,3764,False,True,False,False,False,False,False
1,19,0,0,91352,46639,2,1,49.81,0,1,41,0,0,0,0,0,0,1,1,1,46.0,84.5,0.0,0,99.62,184.12,3,1,2667,True,False,False,False,False,True,False
0,39,0,2,91381,9937,4,1,29.4,0,1,17,0,0,0,0,0,0,0,1,1,70.15,268.35,21.69,0,117.6,364.26,2,1,2227,False,True,False,False,False,False,False
1,50,1,0,92028,42239,4,1,9.67,0,1,22,0,0,0,1,0,0,0,1,0,50.05,179.35,0.0,0,38.68,218.03,2,1,3394,False,False,False,False,False,True,False
0,22,1,0,91411,23646,1,1,35.6,0,1,58,0,0,0,0,1,0,1,1,0,55.2,55.2,0.0,0,35.6,90.8,2,1,3638,True,False,False,False,False,True,False
1,40,0,1,91504,25882,1,1,26.85,0,1,11,1,0,0,0,0,1,1,1,1,84.6,84.6,0.0,0,26.85,111.45,2,1,2484,False,True,False,False,False,True,False
1,22,0,0,91601,36625,2,1,44.31,1,1,73,0,1,0,0,0,0,1,1,1,54.4,114.1,0.0,0,88.62,202.72,3,1,2556,True,False,False,False,False,True,False
1,37,0,0,91723,17554,1,1,11.35,0,1,9,1,0,0,0,0,0,0,1,1,48.55,48.55,0.0,0,11.35,59.9,1,1,5687,True,False,False,False,False,True,False
0,47,1,0,91731,30211,2,1,46.23,0,1,21,0,0,0,0,0,0,0,1,0,70.4,147.15,0.0,0,92.46,239.61,1,1,5687,False,True,False,False,False,False,False
0,41,1,0,91744,84965,2,1,30.19,0,1,16,0,0,0,0,0,0,0,1,1,44.6,80.55,0.0,0,60.38,140.93,2,1,4884,False,False,False,False,False,True,False
1,51,0,0,91762,54254,59,1,26.63,0,0,0,0,0,0,0,0,0,0,0,0,19.35,1099.6,14.22,0,1571.1699999999998,2656.5499999999997,3,1,5084,False,False,True,False,True,True,False
1,60,0,0,91766,69974,1,0,0.0,0,1,29,0,0,0,0,0,0,0,1,0,24.8,24.8,0.0,0,0.0,24.8,2,1,5087,False,False,False,False,False,False,False
1,30,0,0,91768,36057,1,1,44.59,0,1,41,0,0,0,0,0,0,0,1,0,70.6,70.6,0.0,0,44.59,115.19,2,1,3338,False,True,False,False,False,True,False
1,51,1,0,91770,61623,5,1,42.29,1,1,16,0,1,0,1,0,0,0,1,1,85.4,401.1,45.37,0,211.45,567.1800000000001,3,1,3676,False,True,False,False,False,False,False
0,20,1,0,91773,33878,52,1,10.59,1,1,48,0,1,1,0,1,1,1,1,1,105.05,5624.85,27.6,0,550.68,6147.93,2,1,4839,False,True,False,False,False,False,False
1,52,1,0,91791,30458,18,1,1.51,0,1,28,0,0,1,0,1,1,1,1,0,95.15,1779.95,10.17,0,27.18,1796.96,3,1,4643,False,True,False,False,False,True,False
1,41,1,0,91803,30635,1,1,19.15,0,1,18,0,0,0,0,0,0,0,0,0,70.0,70.0,0.0,10,19.15,99.15,3,1,4094,False,True,False,False,False,False,False
1,34,0,0,92122,34902,10,1,49.58,0,1,17,0,0,0,0,0,0,0,1,1,44.85,435.4,0.0,0,495.7999999999999,931.2,2,1,4061,True,False,False,False,False,True,False
0,21,0,0,92122,34902,1,1,6.19,0,1,52,1,0,0,0,0,0,1,1,1,73.6,73.6,0.0,0,6.19,79.78999999999999,1,1,2565,False,True,False,False,False,True,False
1,30,0,0,92122,34902,5,1,5.78,0,1,52,0,0,0,0,1,0,0,0,1,80.6,415.55,36.44,40,28.9,448.01,2,1,5715,False,True,False,False,False,False,False
0,55,1,0,92122,34902,38,1,42.14,0,1,19,1,1,0,1,1,1,1,1,0,80.3,3058.65,0.0,0,1601.32,4659.97,1,1,2071,True,False,False,True,False,True,False
0,29,0,0,92122,34902,7,1,28.62,1,1,26,0,0,0,0,0,0,1,1,1,73.85,511.25,13.03,0,200.34,698.5600000000001,3,1,2473,False,True,False,False,False,False,False
0,54,0,0,92122,34902,2,1,5.32,1,1,20,0,0,1,0,0,0,0,1,0,80.6,155.8,0.0,0,10.64,166.44,1,1,2683,False,True,False,False,False,True,False
1,63,1,0,92122,34902,68,1,29.18,1,1,18,0,1,1,1,0,1,1,0,1,75.8,5293.95,0.0,90,1984.24,7368.19,3,1,4903,True,False,False,True,False,False,False
0,24,0,0,92122,34902,43,1,12.88,1,1,59,0,1,1,0,1,1,1,1,1,104.6,4759.85,0.0,0,553.84,5313.6900000000005,1,1,5250,False,True,False,False,True,False,False
1,61,1,0,92122,34902,63,1,48.95,1,1,13,0,1,1,0,1,1,1,1,1,103.4,6603.0,0.0,0,3083.8500000000004,9686.85,2,1,4352,False,True,False,False,False,False,False
0,47,0,0,92122,34902,2,1,10.53,0,1,8,0,0,0,0,1,1,1,1,1,90.4,168.2,0.0,0,21.06,189.26,3,1,4157,False,True,False,False,False,False,False
1,26,1,0,92122,34902,4,1,28.77,1,1,19,0,1,1,0,0,0,1,1,1,84.8,371.9,0.0,0,115.08,486.98,3,1,4939,False,True,False,False,False,False,False
0,40,0,0,92122,34902,10,1,27.1,0,1,11,0,0,0,0,0,1,1,1,1,80.25,846.0,0.0,0,271.0,1117.0,3,1,3598,False,True,False,False,False,False,False
1,54,0,0,92122,34902,5,1,20.86,0,1,8,0,0,1,0,1,1,1,1,0,96.5,492.55,0.0,0,104.3,596.85,3,1,5383,False,True,False,False,False,False,False
1,22,0,0,92122,34902,2,1,40.43,1,1,27,0,0,0,0,1,0,1,1,1,85.65,181.5,0.0,0,80.86,262.36,1,1,3878,False,False,False,False,False,False,False
0,48,1,0,92122,34902,25,1,8.91,1,1,10,0,0,1,1,1,1,1,1,1,104.95,2566.5,0.0,0,222.75,2789.25,3,1,3642,False,True,False,False,False,False,False
1,26,0,0,92122,34902,1,1,14.78,0,1,59,0,1,0,0,0,0,1,1,0,50.65,50.65,0.0,0,14.78,65.42999999999999,1,1,2431,True,False,False,False,False,True,False
1,64,0,0,92122,34902,1,1,8.56,1,1,24,0,1,0,0,0,1,1,1,1,90.85,90.85,0.0,0,8.56,99.41,3,1,3424,False,True,False,False,False,True,False
0,63,0,0,92122,34902,34,1,1.55,0,1,14,0,1,0,0,0,0,0,1,1,73.95,2524.45,0.0,0,52.7,2577.1499999999996,3,1,5795,False,True,False,False,False,True,False
1,30,1,0,92122,34902,69,1,48.8,1,1,26,0,0,1,0,1,1,1,1,1,99.45,7007.6,0.0,0,3367.2,10374.8,3,1,4020,False,True,False,False,False,True,False
0,59,0,0,92122,34902,1,1,36.63,0,0,0,0,0,0,0,0,0,0,0,1,19.9,19.9,0.0,0,36.63,56.53,3,1,3351,False,False,True,False,False,True,False
1,52,0,0,92122,34902,1,1,14.17,0,0,0,0,0,0,0,0,0,0,0,1,19.6,19.6,0.0,0,14.17,33.77,1,1,3448,False,False,True,False,False,True,False
0,23,1,0,92273,1632,22,1,4.01,0,1,53,0,1,0,0,0,1,1,1,0,83.3,1845.9,0.0,0,88.22,1934.12,1,1,3804,False,False,False,False,False,False,False
0,22,1,0,92301,18980,61,1,46.27,0,0,0,0,0,0,0,0,0,0,0,1,19.4,1182.55,0.0,0,2822.4700000000003,4005.02,3,1,4221,False,False,True,False,False,True,False
1,49,0,0,92028,42239,12,1,11.12,0,1,14,0,0,0,0,0,0,0,1,1,45.4,518.9,0.0,0,133.44,652.3399999999999,3,1,2887,True,False,False,False,False,False,False
0,20,0,0,92325,10484,60,1,10.7,1,1,71,0,1,1,0,1,1,1,1,1,105.9,6396.45,0.0,0,642.0,7038.45,2,1,4105,False,True,False,False,False,False,False
0,54,0,0,92327,678,1,1,29.78,0,1,13,0,0,0,0,0,0,0,1,0,69.55,69.55,0.0,0,29.78,99.33,1,1,2792,False,True,False,False,False,True,False
0,58,1,0,92338,23,28,1,16.85,0,1,13,0,0,0,0,0,1,1,1,1,81.05,2227.1,0.0,0,471.80000000000007,2698.9,1,1,5201,False,True,False,False,False,False,False
1,21,1,0,92356,5256,4,1,9.56,1,1,48,0,0,1,0,1,1,1,1,0,101.15,385.9,0.0,0,38.24,424.14,1,1,4417,False,True,False,False,False,False,False
1,61,0,0,92358,1090,7,1,47.03,1,1,2,0,1,0,0,1,1,1,0,1,99.8,673.25,0.0,10,329.21000000000004,1012.46,1,1,2031,False,True,False,False,False,False,False
0,60,1,0,92371,12463,13,1,19.05,0,1,27,0,0,0,0,0,1,1,1,0,55.95,734.35,0.0,0,247.65,982.0,1,1,4498,True,False,False,False,False,False,False
1,25,0,0,92373,31230,1,1,47.22,0,1,53,0,0,0,0,0,1,1,1,1,55.0,55.0,0.0,0,47.22,102.22,1,1,4877,False,False,False,False,False,False,False
0,52,1,0,92377,18518,1,1,21.91,0,1,8,0,1,0,0,0,0,0,1,1,74.7,74.7,0.0,0,21.91,96.61,1,1,5980,False,True,False,False,False,False,False
1,52,0,0,92382,5395,24,1,49.3,1,1,20,0,1,0,0,0,0,0,1,1,80.25,1861.5,0.0,0,1183.1999999999998,3044.7,1,1,4418,False,True,False,False,False,False,False
1,61,0,0,92028,42239,5,1,31.09,0,1,11,0,0,0,1,1,1,1,1,1,96.1,453.4,0.0,0,155.45,608.8499999999999,1,1,4192,False,True,False,False,False,False,False
0,40,0,0,92392,63235,15,1,4.67,0,1,28,0,0,0,0,0,0,0,1,0,69.0,994.8,0.0,0,70.05,1064.85,1,1,5671,False,True,False,False,False,False,False
0,28,1,0,92397,4253,48,0,0.0,0,1,58,1,0,1,0,0,1,1,0,1,45.3,2145.0,0.0,140,0.0,2285.0,1,1,4926,False,False,False,False,False,False,False
0,32,1,0,92401,1779,8,1,32.32,0,1,25,0,1,0,0,1,0,0,1,1,83.55,680.05,0.0,0,258.56,938.61,1,1,2879,False,False,False,False,False,False,False
1,32,0,0,92410,44556,1,1,14.02,1,1,2,0,0,0,0,0,0,0,1,1,74.35,74.35,0.0,0,14.02,88.36999999999999,1,1,2814,False,True,False,False,False,False,False
0,28,1,0,92503,71678,2,1,9.79,0,1,41,1,0,0,0,0,0,0,1,1,74.4,139.4,0.0,0,19.58,158.98000000000002,1,1,4263,False,True,False,False,False,False,False
1,51,0,0,92506,42425,22,0,0.0,0,1,16,0,1,1,0,0,1,1,1,1,43.75,903.6,0.0,0,0.0,903.6,3,1,3099,True,False,False,True,False,False,False
0,49,0,0,92518,1005,12,1,16.07,1,1,14,1,1,1,0,0,1,1,1,1,99.7,1238.45,0.0,0,192.84,1431.29,1,1,2538,False,True,False,False,False,False,False
1,49,1,0,92548,4283,2,1,18.79,0,1,19,0,0,0,1,1,1,1,1,1,94.2,167.5,0.0,0,37.58,205.08,2,1,3715,False,True,False,False,False,False,False
0,64,1,0,92549,3588,6,1,36.12,1,1,23,0,0,0,1,0,0,0,1,1,80.5,502.85,0.0,0,216.71999999999997,719.5699999999999,3,1,5032,False,True,False,False,False,False,False
1,55,0,0,92563,18311,40,1,35.58,1,1,8,0,0,1,1,1,1,1,1,0,104.8,4131.95,0.0,0,1423.1999999999998,5555.15,1,1,3492,False,True,False,False,False,False,False
0,47,0,0,92586,18161,23,1,27.61,1,1,23,0,0,0,0,0,0,0,1,0,75.6,1758.6,0.0,0,635.03,2393.63,1,1,2115,False,True,False,False,False,False,False
1,22,1,0,92587,13151,34,1,23.09,1,1,52,0,0,1,0,1,1,1,0,1,100.05,3480.0,0.0,20,785.06,4285.0599999999995,3,1,2568,False,True,False,False,False,False,False
0,51,0,0,92612,41062,1,1,30.52,1,1,30,0,0,0,0,0,1,1,1,1,85.0,85.0,0.0,0,30.52,115.52,3,1,5679,False,True,False,False,False,False,False
1,33,0,0,92630,59176,10,1,5.92,1,1,11,0,0,0,0,1,0,0,1,1,86.05,834.1,0.0,0,59.2,893.3000000000001,3,1,2966,False,True,False,False,False,False,False
1,52,0,0,92646,56517,13,0,0.0,0,1,17,1,0,0,1,1,0,0,1,1,45.55,597.0,0.0,0,0.0,597.0,3,1,4856,True,False,False,False,False,True,False
1,29,1,0,92648,42663,39,1,40.25,0,1,19,0,1,0,0,1,0,0,1,1,86.3,3266.0,0.0,0,1569.75,4835.75,1,1,3364,False,True,False,False,False,True,False
1,31,0,0,92661,4242,32,1,1.49,1,1,21,0,1,0,0,0,0,0,1,1,80.35,2596.15,0.0,0,47.68,2643.83,1,1,5974,False,True,False,False,False,False,False
0,44,0,0,92701,58157,35,1,10.49,1,1,17,0,0,1,0,1,1,1,1,1,100.25,3527.6,0.0,0,367.15,3894.75,3,1,2744,False,True,False,False,False,False,False
1,50,1,0,92707,62634,56,1,26.15,1,1,7,0,1,0,0,1,1,1,0,0,100.3,5614.45,0.0,100,1464.4,7178.849999999999,2,1,5170,False,True,False,True,False,True,False
0,48,1,0,92805,68802,12,1,19.48,0,0,0,0,0,0,0,0,0,0,0,0,19.0,233.55,0.0,0,233.76,467.31,1,1,3535,False,False,True,False,False,True,False
0,28,0,0,92806,34398,1,1,4.13,0,1,51,1,0,0,0,0,0,0,1,0,75.3,75.3,0.0,0,4.13,79.42999999999999,1,1,3244,False,True,False,False,False,False,True
0,52,0,0,92860,22443,12,1,36.24,1,1,30,1,0,1,1,0,0,0,1,1,61.65,713.75,0.0,0,434.88,1148.63,1,1,5670,True,False,False,False,False,False,True
1,32,1,0,93001,32899,9,0,0.0,0,1,9,0,1,0,0,0,0,0,0,1,29.95,248.95,0.0,10,0.0,258.95,2,1,2573,True,False,False,False,False,False,False
0,20,1,0,93003,46894,9,1,6.35,0,1,69,1,1,1,1,0,0,0,1,0,65.0,663.05,0.0,0,57.15,720.1999999999999,1,1,3983,False,False,False,False,False,False,True
0,27,0,0,93041,25634,7,1,16.04,0,0,0,0,0,0,0,0,0,0,0,0,20.0,137.6,0.0,0,112.28,249.88,3,1,4479,False,False,True,False,False,False,False
0,20,1,0,93110,15757,65,1,34.14,1,1,26,0,1,1,0,1,1,1,1,1,105.5,6985.65,0.0,0,2219.1,9204.75,1,1,5720,False,True,False,False,False,False,False
1,26,1,0,93202,2872,10,1,2.02,1,1,82,0,0,0,0,0,1,1,0,1,85.25,855.3,0.0,100,20.2,975.5,3,1,3573,False,True,False,False,False,False,False
0,57,1,0,93204,14697,43,1,37.25,0,1,20,0,0,0,0,1,0,0,1,0,56.15,2499.3,0.0,0,1601.75,4101.05,2,1,2152,True,False,False,False,False,False,False
1,38,0,0,93205,1954,1,1,42.46,0,1,27,0,0,0,0,1,1,1,1,1,89.55,89.55,0.0,0,42.46,132.01,2,1,4996,False,False,False,False,False,False,False
1,57,0,0,93210,18036,1,1,5.55,0,1,13,0,0,0,0,0,0,0,1,1,45.7,45.7,0.0,0,5.55,51.25,3,1,2295,True,False,False,False,False,False,True
0,30,0,0,93219,9318,3,1,26.26,0,1,30,0,0,0,0,0,0,0,1,1,69.55,222.3,0.0,0,78.78,301.08000000000004,1,1,2876,False,True,False,False,False,False,False
0,23,0,0,93221,13333,1,1,22.16,0,1,47,0,0,1,0,0,0,0,0,1,74.6,74.6,0.0,10,22.16,106.76,3,1,3860,False,True,False,False,False,False,True
1,40,1,0,93234,6918,2,1,15.14,0,0,0,0,0,0,0,0,0,0,0,0,19.85,35.9,0.0,0,30.28,66.18,3,1,2362,False,False,True,True,False,False,True
0,48,0,0,93238,1873,4,0,0.0,0,1,16,0,0,0,0,0,0,0,1,1,24.25,96.05,0.0,0,0.0,96.05,2,1,2038,False,False,False,False,False,False,True
0,52,0,0,93244,293,2,1,7.64,0,1,27,0,0,0,0,0,0,0,1,0,69.65,145.15,0.0,0,15.28,160.43,2,1,2323,False,True,False,False,False,False,False
0,47,0,0,93247,15508,4,1,45.4,0,1,27,0,0,0,0,0,0,0,1,0,45.65,191.05,0.0,0,181.6,372.65,1,1,2864,True,False,False,False,False,False,True
0,23,0,0,92592,46171,1,1,32.86,1,1,58,0,0,0,0,0,0,0,1,1,75.05,75.05,0.0,0,32.86,107.91,2,1,4838,False,True,False,False,False,False,True
0,19,0,0,93260,266,2,0,0.0,0,1,76,0,0,0,0,0,1,1,1,1,34.7,62.25,0.0,0,0.0,62.25,1,1,3146,True,False,False,False,False,False,False
1,48,1,0,93263,15177,1,1,35.71,0,1,3,0,0,0,0,0,1,1,1,0,80.0,80.0,0.0,0,35.71,115.71,1,1,2046,False,False,False,False,False,False,False
0,63,0,0,92129,47224,3,1,26.52,1,1,10,0,0,0,0,0,0,0,1,1,75.1,270.7,0.0,0,79.56,350.26,3,1,4965,False,True,False,False,False,True,False
1,23,1,0,92129,47224,3,1,13.54,0,1,51,0,0,1,0,0,0,0,1,1,50.15,168.15,0.0,0,40.62,208.77,1,1,3273,False,False,False,False,False,False,False
0,54,0,0,92129,47224,25,1,26.81,0,1,12,1,1,0,0,0,0,0,1,1,79.85,2015.35,0.0,0,670.25,2685.6,2,1,4535,False,True,False,False,False,False,False
1,27,0,0,92129,47224,1,1,38.44,0,0,0,0,0,0,0,0,0,0,0,0,19.55,19.55,0.0,0,38.44,57.989999999999995,2,1,3556,False,False,True,False,False,False,True
0,48,1,0,92129,47224,4,1,4.14,1,1,30,0,0,0,0,0,1,1,1,1,85.95,381.3,0.0,0,16.56,397.86,3,1,5640,False,True,False,False,False,False,False
1,26,0,0,92129,47224,3,1,36.48,0,1,59,0,0,0,0,0,0,0,1,1,45.35,141.5,0.0,0,109.44,250.94,3,1,2450,True,False,False,False,False,False,False
0,29,0,0,92129,47224,45,1,4.48,1,1,51,0,0,1,1,0,0,0,1,1,87.25,3941.7,0.0,0,201.6,4143.3,1,1,5269,False,False,False,False,False,False,False
1,51,0,0,92129,47224,10,1,27.57,1,1,13,1,0,0,0,1,1,1,1,0,98.55,1008.55,0.0,0,275.7,1284.25,1,1,3658,False,True,False,False,False,False,False
0,37,0,0,93531,1436,15,1,24.63,0,1,13,0,1,0,0,0,1,1,1,1,85.9,1269.55,0.0,0,369.45,1639.0,3,1,3579,False,True,False,False,False,False,False
0,38,0,0,93535,57794,22,1,18.01,0,1,2,0,0,0,0,1,1,1,1,0,89.25,1907.85,0.0,0,396.22,2304.0699999999997,1,1,3161,False,True,False,False,False,False,False
1,31,1,0,93536,49309,3,1,26.71,0,1,11,0,0,0,0,0,0,0,1,1,70.3,208.85,0.0,0,80.13,288.98,1,1,3038,False,True,False,False,False,False,False
1,49,0,0,93552,25370,15,1,48.93,1,1,15,0,0,0,0,1,1,1,1,1,93.35,1444.65,0.0,0,733.95,2178.6000000000004,1,1,5264,False,True,False,False,False,False,False
0,45,0,0,93553,1613,1,1,49.51,0,0,0,0,0,0,0,0,0,0,0,0,19.9,19.9,0.0,0,49.51,69.41,2,1,4248,False,False,True,False,False,False,True
0,37,1,0,93554,117,5,1,41.57,0,1,27,1,0,1,0,0,1,1,1,1,88.9,454.15,0.0,0,207.85,662.0,1,1,4356,False,False,False,False,False,False,True
1,24,1,0,92592,46171,33,1,41.8,0,1,41,0,0,1,0,1,1,1,0,1,95.8,3036.75,0.0,60,1379.4,4476.15,2,1,4161,False,True,False,True,False,False,False
1,42,0,0,92592,46171,2,1,41.18,1,1,14,0,1,0,0,0,0,0,1,1,82.0,184.65,0.0,0,82.36,267.01,3,1,3051,False,True,False,False,False,False,False
1,63,0,0,93591,6787,2,1,25.49,0,1,9,0,0,0,0,0,0,0,1,0,45.35,89.5,0.0,0,50.98,140.48,1,1,3478,True,False,False,False,False,False,False
0,41,0,0,93604,613,1,1,34.04,0,1,23,0,0,0,1,0,0,0,1,1,52.2,52.2,0.0,0,34.04,86.24000000000001,1,1,4138,True,False,False,False,False,False,False
1,58,0,0,93624,1852,62,1,22.64,1,1,9,0,0,1,0,1,1,1,1,1,96.75,6125.4,0.0,0,1403.68,7529.08,2,1,5016,False,True,False,True,False,False,False
0,33,0,0,93626,1125,10,1,14.53,1,1,30,0,0,0,1,1,1,1,0,1,98.5,1058.25,0.0,110,145.29999999999998,1313.55,1,1,5184,False,True,False,False,False,False,False
1,61,0,0,93630,14062,6,1,11.97,0,1,27,0,1,0,0,1,0,0,1,1,85.35,489.45,0.0,0,71.82000000000001,561.27,3,1,4694,False,True,False,False,False,False,False
1,54,1,0,93637,28434,40,1,22.56,1,1,4,0,1,0,0,1,1,1,1,1,101.3,4113.1,0.0,0,902.4,5015.5,1,1,2576,False,False,False,False,False,False,False
1,27,0,0,93638,49247,1,1,49.43,0,1,48,0,0,0,0,0,0,1,1,1,69.55,69.55,0.0,0,49.43,118.98,2,1,3042,False,True,False,False,False,False,False
1,20,0,0,92027,48690,58,1,44.5,1,1,47,0,1,1,0,1,1,1,1,1,103.25,6017.65,0.0,0,2581.0,8598.65,1,1,6105,False,True,False,True,False,False,False
1,25,0,0,93641,571,70,1,12.19,1,1,42,1,0,0,1,1,1,1,1,1,104.0,7250.15,0.0,0,853.3,8103.45,1,1,4544,False,True,False,False,True,True,False
0,62,0,0,93647,9780,2,1,24.05,0,1,27,0,0,1,0,0,1,1,1,1,86.2,178.7,0.0,0,48.1,226.8,3,1,2969,False,True,False,False,False,False,True
